StartUtc,PM2_5,PM10,NO2,Temp
1704913200,13.9,14.6,5.1,-0.9
1704916800,13.5,14.1,4.5,-1
1704920400,7.9,8.5,2.8,-0.5
1704924000,9.1,10,2.4,-0.5
1704927600,9.8,10.4,2.7,-0.2
1704931200,6.9,7.2,2.3,0.2
1704934800,9.5,9.9,2.7,0.7
1704938400,8.6,10.1,3.2,0.8
1704942000,5.4,7,3.7,0.9
1704945600,7.2,7.8,7.3,1
1704949200,9.1,10,10.2,0.9
1704952800,7.1,7.9,12.5,0.5
1704956400,5.6,6.2,11.6,0.1
1704960000,5.2,5.9,11.7,0.8
1704963600,5.4,6,10,1.5
1704967200,5.6,6.2,8.6,2.3
1704970800,6.1,6.8,10.4,2.6
1704974400,6.3,7.1,13.3,2.8
1704978000,6.9,7.9,17.8,2.3
1704981600,7,8.4,21,1.7
1704985200,10.7,12.4,22.2,0.9
1704988800,15.6,16.9,22.7,0.1
1704992400,19.9,21.4,24.9,-0.6
1704996000,22.6,24.1,24.1,-1
1704999600,24.3,25.7,21.4,-1.4
1705003200,26.6,28.2,21.8,-1.7
1705006800,32.4,34.4,20.6,-2
1705010400,30.4,32.1,21.7,-2.4
1705014000,27.1,28.6,19.6,-2.6
1705017600,23.4,24.7,20.7,-3.2
1705021200,22.6,23.8,18.2,-3.3
1705024800,21.7,22.8,19.7,-3.5
1705028400,22,23.2,19.7,-3
1705032000,19.8,21.1,26.2,-1.9
1705035600,19.3,20.6,32.8,-1.8
1705039200,19.1,20.3,31.1,-2.2
1705042800,15.2,20.2,27.8,-1.4
1705046400,12.9,15.8,25.6,0.7
1705050000,10.7,12.1,14.3,1.1
1705053600,12,13.2,13.1,0.5
1705057200,11.8,13,12.9,0.6
1705060800,10.3,11.2,9.5,0.4
1705064400,8.5,9.2,8.3,-999
1705068000,11.9,12.6,10,-0.1
1705071600,14.2,15,10.4,-0.3
1705075200,14,15.5,9.8,-0.3
1705078800,13.5,16.6,5.9,-0.6
1705082400,12.7,15,6.5,-0.8
1705086000,14.9,15.8,6.3,-0.9
1705089600,17.6,18.5,7,-0.6
1705093200,18.3,20.2,7.4,-0.8
1705096800,16.7,22.8,5.1,-1.1
1705100400,12.1,14,4.7,-0.9
1705104000,12.1,19.4,5.8,-0.3
1705107600,11.2,12.3,5,0.4
1705111200,6.9,7.8,5.8,1
1705114800,2,2.3,2.9,1.7
1705118400,1.3,1.4,2.5,2
1705122000,1.6,1.7,3.1,2
1705125600,2.1,2.5,3.1,2
1705129200,2.9,3.6,4.5,2
1705132800,2.2,2.7,5.1,1.9
1705136400,2.9,3.2,5.9,2.6
1705140000,2,2.3,5,3.5
1705143600,2.1,2.4,4.7,4.1
1705147200,2.9,3.5,4,4.5
1705150800,4.3,5.1,4,4.3
1705154400,5,5.7,4,4
1705158000,6.2,7,4.4,3.5
1705161600,5.7,6.5,4.1,3.1
1705165200,5.2,6,3.2,2.8
1705168800,4.9,5.7,3.7,2.6
1705172400,5.5,6.5,2.7,2.4
1705176000,4.6,5.5,3.5,2.1
1705179600,5.2,6.2,4.5,1.9
1705183200,5,6,1.8,1.8
1705186800,4.2,5,2.4,1.6
1705190400,4.2,5.2,2,1.4
1705194000,4.1,5.3,1.7,0.9
1705197600,3.9,4.7,2.2,0.7
1705201200,4.1,4.8,3.2,0.6
1705204800,3.5,4.2,2.4,0.6
1705208400,3.6,4.3,3,0.5
1705212000,4.4,5.2,4,0.5
1705215600,4.6,5.7,5.5,0.9
1705219200,4.9,5.8,5.5,2.4
1705222800,3.8,4.8,5.4,3.4
1705226400,3.7,4.4,5.5,3.6
1705230000,4.8,5.6,6.1,3.7
1705233600,3.7,4.4,5.5,3.6
1705237200,3.3,3.9,4.2,3.5
1705240800,3,3.4,6.3,3
1705244400,3,3.3,5.6,2.5
1705248000,3,3.5,4.1,2.3
1705251600,2.8,3.3,4.2,2.1
1705255200,2.8,3.2,4,1.4
1705258800,3.1,3.5,5.3,1.2
1705262400,2.8,3.2,3.2,1.4
1705266000,2.5,3.3,2.5,1
1705269600,3,3.8,2.2,0.6
1705273200,3.2,4.1,1.1,1
1705276800,2.6,3.2,1.4,0.7
1705280400,1.7,2.2,1.9,0.6
1705284000,0.8,0.9,1.7,-999
1705287600,1.6,2,2.6,-0.3
1705291200,2.4,2.9,6.4,-0.1
1705294800,2.6,3.2,5.7,-0.4
1705298400,2,2.7,4.1,-1.5
1705302000,2.6,3.8,4.7,-1.6
1705305600,1.9,2.6,4.9,-1.7
1705309200,1.8,2.7,5.2,-1.9
1705312800,1.8,2.6,4.8,-2
1705316400,2.3,3.6,10.7,-2.2
1705320000,2.4,4.2,7.8,-2.2
1705323600,2,2.9,7.3,-2.6
1705327200,2.6,3.3,6.8,-3.2
1705330800,2.8,3.4,6.4,-3.6
1705334400,3.9,4.6,6.9,-3.8
1705338000,6.2,7.1,9,-4.2
1705341600,5.1,5.8,6.8,-4.6
1705345200,6,6.6,10.4,-5.7
1705348800,12.8,13.8,12.7,-6.5
1705352400,12.2,13.1,12.7,-7.3
1705356000,14.3,15.6,18.7,-8
1705359600,14.3,15.3,13.5,-8.4
1705363200,14.3,15.3,20.4,-8.6
1705366800,10.4,11.2,15.6,-8.5
1705370400,9,9.7,14.6,-8.6
1705374000,9.7,10.5,19.8,-8.5
1705377600,11,12.2,29,-8.7
1705381200,16.8,18.9,36.4,-8.7
1705384800,7.9,9.3,37.8,-6.8
1705388400,7.6,9.9,43.7,-5.8
1705392000,5,5.6,24.9,-4.9
1705395600,4.3,4.7,26.3,-4.3
1705399200,5,5.9,25.8,-3.8
1705402800,4.4,5.3,21.7,-3.4
1705406400,5.6,6.3,27.2,-2.9
1705410000,5.5,7.3,23.6,-2.3
1705413600,2.4,2.9,11.6,-1.4
1705417200,2.9,3.4,10.5,-1
1705420800,4.7,5.2,5.3,-0.7
1705424400,3.2,3.5,3.5,-0.5
1705428000,4.5,4.8,3.5,-0.2
1705431600,5.5,5.9,3.5,0.1
1705435200,7.2,8.2,3.1,0.3
1705438800,7.8,8.4,2.5,0.2
1705442400,8.1,8.5,0,0.4
1705446000,12.5,13.5,0,0.6
1705449600,13.5,14.6,3.6,0.6
1705453200,17.5,18.9,4.7,0.3
1705456800,18.7,20,6,-999
1705460400,17.1,19,6.5,-999
1705464000,16.3,18.5,7.4,-0.2
1705467600,13.4,15,8,-0.6
1705471200,11.6,12.8,8.9,-0.6
1705474800,11,12.2,6,-0.9
1705478400,11.5,12.3,5.8,-0.9
1705482000,13.6,15,8.2,-0.8
1705485600,15.7,17.4,7.9,-0.4
1705489200,17,19.2,8.8,-999
1705492800,17.1,19.6,10,0.4
1705496400,17.2,19.1,10.4,0.3
1705500000,18.6,20.6,12.4,0.1
1705503600,20.7,22.6,12.7,-0.1
1705507200,23.4,25.4,12.2,-0.4
1705510800,25.9,27.8,11.9,-1.1
1705514400,25,26.7,15.3,-1.6
1705518000,22.5,24.2,10,-1.7
1705521600,22.3,24.3,11.6,-2.3
1705525200,21.6,23.4,9.1,-2.9
1705528800,17.9,19,6.7,-3
1705532400,15,15.9,4.9,-3
1705536000,12.8,13.8,5.6,-3.3
1705539600,10.9,11.8,5.2,-3.3
1705543200,9.5,10.5,5.7,-3.2
1705546800,8.9,9.9,10.1,-3.4
1705550400,8.7,10.4,26.4,-3.6
1705554000,11,15.2,36.1,-3.9
1705557600,13,15.9,38,-4.1
1705561200,13.8,17.3,35.3,-3.3
1705564800,11,15.2,31.5,-1.9
1705568400,9.8,13.1,22.5,-0.5
1705572000,4.6,5.8,12.1,0.2
1705575600,3.8,4.8,11.1,0.2
1705579200,2.3,2.9,9.1,-0.3
1705582800,4.1,4.9,15,-0.9
1705586400,4.1,5,20.5,-1.7
1705590000,6.8,8.3,24.8,-2.3
1705593600,6.5,7.9,15.4,-2.5
1705597200,7.2,8.3,9.5,-2.3
1705600800,6,7,8.5,-2.2
1705604400,4.9,5.7,6.4,-1.6
1705608000,3.8,4.4,5.4,-1.4
1705611600,3.4,4,4.8,-1.3
1705615200,2.7,3.1,3.1,-1
1705618800,2.1,2.4,2.9,-0.4
1705622400,1.4,1.6,2.2,0.1
1705626000,1.1,1.2,1.1,0.5
1705629600,1.4,1.5,2.2,0.6
1705633200,1.2,1.4,4,0.1
1705636800,1.3,1.5,8.5,-0.7
1705640400,1.9,2.3,10.7,-1.1
1705644000,2.3,2.8,10.2,-0.8
1705647600,2.9,3.4,9.5,-0.5
1705651200,2.6,3.1,8.5,0.3
1705654800,2.9,3.6,8.9,1
1705658400,3.9,5.4,8.5,1.3
1705662000,4.4,5.9,10.5,1.6
1705665600,4.3,5.2,10.7,1.7
1705669200,4,5,11.2,1.6
1705672800,4.6,5.6,13,1.7
1705676400,5.6,7.4,9.3,1.3
1705680000,7.1,8.7,10.5,1
1705683600,6.5,7.5,8.3,0.8
1705687200,6.5,7.5,6.4,1.2
1705690800,5.6,6.8,6.7,1.6
1705694400,4,4.3,6,1.1
1705698000,1.7,1.9,2.5,1.5
1705701600,4.4,4.9,2.3,2.6
1705705200,5,5.8,1.7,3.6
1705708800,5.6,6.6,1.3,3.8
1705712400,5.6,6.5,0.9,3.9
1705716000,5,5.7,1,4
1705719600,5.5,6.3,1.4,4.1
1705723200,5.6,6.4,1.8,3.9
1705726800,4.7,5.1,1.9,3.9
1705730400,4.1,4.4,2.2,3.7
1705734000,1.9,2,2.6,2.6
1705737600,2.9,3.4,4.8,2.4
1705741200,3.6,4.6,5.4,2.7
1705744800,3.6,4.2,5.5,2.4
1705748400,4.9,5.6,7.7,2
1705752000,4.8,5.4,8.9,1.8
1705755600,5.8,7.1,23,1.8
1705759200,8.7,9.9,25.9,2
1705762800,7.9,8.8,25.3,2.1
1705766400,2.9,3.2,11.9,2
1705770000,3.4,3.7,13.9,2.1
1705773600,16.7,20.7,9.6,2.9
1705777200,22.3,26.9,6.9,2.9
1705780800,21.2,25.4,6,2.7
1705784400,20.2,23.7,6.1,2.5
1705788000,20.5,22.6,5.2,2.3
1705791600,20.5,22.2,5.3,1.9
1705795200,18.9,20.2,5.1,1.4
1705798800,17.5,18.7,4.5,0.9
1705802400,16.1,17.1,4.8,1
1705806000,14.3,15.3,5.2,1.3
1705809600,10.6,11.5,6.1,1.6
1705813200,6.8,7.6,4.7,1.9
1705816800,6.2,7,5.8,1.9
1705820400,6.4,7.3,6.3,2.2
1705824000,5.5,7.6,5.5,2.5
1705827600,4.7,9.8,4.6,2.7
1705831200,4.6,9.4,4.6,3.2
1705834800,5.4,10.5,4.5,3.2
1705838400,6,12.6,4.4,3
1705842000,6,9.1,4.7,2.5
1705845600,7.1,8.2,5.2,1.9
1705849200,8.8,10,6,2.3
1705852800,9.6,10.9,5.1,3
1705856400,11,12.3,4.7,3.4
1705860000,13.5,15,4.7,3.3
1705863600,15.7,17.5,4.8,3.4
1705867200,16,17.3,4.7,3.6
1705870800,14.7,15.6,3.8,3.6
1705874400,14.1,15,3.9,3.2
1705878000,14,15,4.2,3.5
1705881600,12.3,13.1,3.5,3.6
1705885200,11.9,12.8,3.4,3.4
1705888800,10.4,11.3,4.1,3.9
1705892400,9.7,10.7,5.2,4.2
1705896000,9,9.9,6.3,4.4
1705899600,7.2,7.8,6.2,4.6
1705903200,6.4,7,6,5.1
1705906800,5.1,5.7,4.6,5.7
1705910400,3.3,3.6,4.3,6.5
1705914000,3.2,3.7,4.4,7.3
1705917600,4.9,6.1,5.7,8.3
1705921200,7.1,9.1,6.7,9.1
1705924800,7.6,9.3,6.9,8.9
1705928400,7.4,9.3,6.5,8.6
1705932000,7.6,9.8,6.5,8.2
1705935600,8.5,11.2,6.2,7.8
1705939200,9.1,12.2,4.5,7.5
1705942800,9.3,11.6,4.2,7
1705946400,9.1,11.2,3.5,6.9
1705950000,8.4,10.2,2.8,6.6
1705953600,8.4,10.5,3.2,6.7
1705957200,8.1,9.8,2.7,6.2
1705960800,8.6,10.7,2.2,6
1705964400,8.5,10.5,1.5,5.6
1705968000,8.1,10.2,1.4,5.5
1705971600,7.4,9,1.2,5.6
1705975200,6.5,7.7,1.6,5.6
1705978800,4.9,5.8,3.7,5.1
1705982400,5.9,7,6,5.1
1705986000,6.5,7.6,6.6,5.3
1705989600,5.2,6,7.7,5.6
1705993200,3.8,4.2,5.9,5.8
1705996800,4.6,5.3,5.9,6.5
1706000400,5.1,5.9,4.8,7.2
1706004000,7.7,9.1,6,7.7
1706007600,9.3,12.2,5.5,7.9
1706011200,10.1,13.3,5.8,7.8
1706014800,9.9,13.1,7.1,7.2
1706018400,10.9,14.3,8.1,6.6
1706022000,10.1,12.6,8.4,5.9
1706025600,10.4,13,6.4,5.3
1706029200,11.2,14,5.1,5.2
1706032800,11.6,14.5,3.3,4.8
1706036400,11.2,14.2,3.4,4.8
1706040000,8.9,10.7,3.6,5
1706043600,7.2,8,3.7,4.6
1706047200,6.9,7.5,3.5,3.9
1706050800,5.5,6,3.3,4
1706054400,2.9,3.3,2.5,4.4
1706058000,1.1,1.3,2,5.5
1706061600,0.6,0.7,3,7.3
1706065200,2.9,3.2,3,8.8
1706068800,4.6,5.1,4.1,9.2
1706072400,4.9,5.4,5.2,9.2
1706076000,8,9.1,4,8.6
1706079600,9.3,10.7,3.8,8.8
1706083200,8,9,4.2,8.4
1706086800,8.3,9.4,2.9,8.5
1706090400,8.2,9.1,4.3,8.4
1706094000,8.1,9,4.6,8.3
1706097600,9.3,10.5,5.4,8.8
1706101200,7.6,8.6,5.8,8.9
1706104800,3.7,4,5.1,8.1
1706108400,4.3,4.6,4,7.4
1706112000,7.2,8.1,2.9,7.7
1706115600,5.9,6.4,2,7.6
1706119200,6.6,7.2,1.4,7.3
1706122800,7.7,8.6,1.5,7.2
1706126400,7.1,8.1,1.1,7.3
1706130000,6.6,7.7,0.6,7.3
1706133600,5.8,6.5,0.7,7.2
1706137200,5.2,5.9,0.3,7
1706140800,6.9,8.2,0.6,7.2
1706144400,6.6,7.7,0.4,6.8
1706148000,6.6,7.9,0.5,6.3
1706151600,7,8.3,0.6,6.3
1706155200,7.3,9,2.1,6.2
1706158800,7.2,8.8,3.3,6.1
1706162400,6.8,9,4,6
1706166000,6.5,8.9,4.3,6
1706169600,6.4,9.5,5,6.8
1706173200,6.4,13.1,4.9,7.1
1706176800,5.6,10.2,6.5,7.5
1706180400,6,15,8.5,7.4
1706184000,5.8,10.3,7.8,6.8
1706187600,5.5,8.8,8.2,6.3
1706191200,7.6,9.9,8.6,5.3
1706194800,7.9,10,11.2,4.7
1706198400,8.4,10.4,10.5,4.1
1706202000,9.8,12.1,12.2,3.5
1706205600,9.8,11.5,9.8,3
1706209200,10.2,12.4,13.3,2.7
1706212800,13.4,15.9,22.4,2
1706216400,11.6,13.7,16.4,1.6
1706220000,12.2,14.3,18.1,0.8
1706223600,12.2,14.8,12,1.2
1706227200,9.1,10.7,5,2.3
1706230800,6.8,8.3,1.8,2.5
1706234400,5.9,6.8,2.2,2.7
1706238000,6.3,13.2,5,2.7
1706241600,7.9,26.5,8.5,2.6
1706245200,10,12.6,11.7,2.9
1706248800,9.8,10.5,9.5,3.2
1706252400,9.8,11.9,10.3,3.4
1706256000,11.5,13.6,8.8,3.6
1706259600,10.5,11.4,9.4,3.9
1706263200,8.2,8.8,8,4.2
1706266800,5.2,5.6,6.2,4.9
1706270400,4.5,5,10.1,6.7
1706274000,3.5,3.9,7.4,7.8
1706277600,3,3.4,4.1,5.9
1706281200,4.5,5.1,4,5.6
1706284800,7.2,8.3,3.2,5.7
1706288400,6.3,7.2,2.5,5.7
1706292000,6,6.9,2.2,5.8
1706295600,6.4,7.5,1.9,5.5
1706299200,7.3,8.8,1.5,5.4
1706302800,5.8,7,0.8,5.3
1706306400,6.3,7.6,0.7,5.3
1706310000,6.5,7.8,0.6,5.1
1706313600,6.7,8.1,0.5,4.9
1706317200,6.5,7.8,0.6,4.6
1706320800,6.7,8.1,0.8,4.5
1706324400,7.2,8.9,0.7,4.3
1706328000,7.6,9.4,1.4,4.1
1706331600,7.6,9.1,1.8,4.1
1706335200,8,9.7,3.3,4.3
1706338800,7.6,9.2,4.2,5.2
1706342400,6.8,8.1,2.6,6
1706346000,6.7,8.2,3.7,6.5
1706349600,5.5,7,3.9,7
1706353200,5.9,7.2,4.2,6.7
1706356800,8.2,9.4,4.2,6.3
1706360400,12.4,13.9,5.5,6.3
1706364000,7.9,9.2,7.3,6.4
1706367600,7.7,9.5,7.3,6.5
1706371200,10.2,12.5,9.8,5.7
1706374800,8.9,10.7,7.7,5.3
1706378400,6.7,7.8,6.1,5.8
1706382000,6.5,7.5,4.7,6.1
1706385600,5.2,6.2,4.3,6
1706389200,5.6,6.7,4.5,5.2
1706392800,6.5,7.4,4.9,4.4
1706396400,6.9,8.1,4.1,4
1706400000,7.3,8.8,3.2,3.7
1706403600,8.6,10.6,3.7,3
1706407200,8.4,10.3,4.6,2.9
1706410800,8.3,10.1,3.4,2.8
1706414400,8.7,9.8,3.7,2.9
1706418000,8.7,10.2,3.9,3.1
1706421600,9,10.7,5.6,3.6
1706425200,15.3,18,6.9,3.8
1706428800,20.9,23.7,8.5,3.8
1706432400,21,23.8,8.1,3.9
1706436000,22.5,25.6,8.3,4.4
1706439600,20.7,24,9.6,5.3
1706443200,17,21,12.5,5.3
1706446800,12.8,14.9,11.7,4
1706450400,11.5,13.5,12.8,3.5
1706454000,9.8,11.2,11.2,3.5
1706457600,8.2,9.2,11.6,3.6
1706461200,7,8.2,10.6,3.9
1706464800,6.8,7.8,7.9,3.7
1706468400,6.5,7.6,8.4,3.7
1706472000,6.5,7.6,7.9,3.8
1706475600,6.4,7.7,5,3.8
1706479200,6.6,7.5,4.9,3.6
1706482800,6.7,7.6,5,3.5
1706486400,6.8,7.7,5.5,3.3
1706490000,6.7,7.7,7,3.3
1706493600,6.5,7.7,8.8,3.2
1706497200,6.7,7.5,13.6,2.8
1706500800,7.2,9,18.3,2.8
1706504400,7.2,10.5,23.1,3
1706508000,6.6,9.1,24.7,3.2
1706511600,7.8,13,15.3,3.9
1706515200,9.1,28.4,17.6,5.9
1706518800,10.6,37.4,21.6,6.9
1706522400,9.1,24.9,14.9,6.3
1706526000,9.6,27.3,19.8,6.6
1706529600,10.5,30.2,25.6,6
1706533200,8.1,15.2,22.6,5.1
1706536800,11.2,23,31.4,4.7
1706540400,9.5,16.5,30.2,3.8
1706544000,14.6,23.1,22.4,3.5
1706547600,15.6,24.9,19.8,4.1
1706551200,16.1,21.2,23,3.5
1706554800,19.6,26.1,24.8,2.8
1706558400,20.3,26,25.2,2.4
1706562000,21.6,25.7,20.2,2.8
1706565600,17.8,22.1,14.6,3.3
1706569200,30,47,14.6,3.5
1706572800,27.8,33.2,14.4,3.5
1706576400,26.6,32.9,14.8,3.5
1706580000,29.4,104.7,12.6,3.6
1706583600,27.4,51.6,13.9,4
1706587200,29,158.1,18.4,4.7
1706590800,32.3,252.5,19.7,5
1706594400,33.4,267.4,19.4,4.5
1706598000,20.4,48.8,22.6,4.8
1706601600,12.8,31.1,17.4,5.3
1706605200,9.1,22.2,16.4,4.9
1706608800,11.6,35.2,20.2,4.6
1706612400,10.3,42.4,20.1,4.6
1706616000,11.3,17,16.8,4.3
1706619600,16.1,18.5,15.8,4.1
1706623200,17.7,18.8,16.9,4
1706626800,18.8,20.1,16,4.1
1706630400,21.1,23.1,19.8,4.7
1706634000,23.9,28.2,14.5,6.1
1706637600,21.8,24.1,10,7
1706641200,17.3,18.8,7.1,7.2
1706644800,9.9,10.6,4.5,7.3
1706648400,6.8,7.2,3.6,7.1
1706652000,6.2,6.5,0,7.2
1706655600,4.6,4.9,0,7
1706659200,5.9,6.2,2.8,6.9
1706662800,6.9,7.3,3.9,6.3
1706666400,7.8,8.2,2.8,4.6
1706670000,3.3,3.7,2.3,4.4
1706673600,4.6,5.5,5.7,4.3
1706677200,4.7,5.6,6.3,4.2
1706680800,4.3,5.1,8.7,3.7
1706684400,4,4.9,9,4.1
1706688000,4.5,5.9,9,5.2
1706691600,5.3,8.6,6.8,5.8
1706695200,4.9,8.2,6.6,5.6
1706698800,4.2,8.5,5.5,5.8
1706702400,4.8,11.9,8.6,6
1706706000,4.7,11.3,7.8,5.5
1706709600,4.9,10.8,7.2,4.8
1706713200,6.3,10.6,4.9,4.3
1706716800,10.1,13.2,3.6,4.3
1706720400,9.9,12,3.5,4.5
1706724000,14,15.6,4.5,4.7
1706727600,16.4,18,4,4.9
1706731200,19.8,21.5,4.3,5.3
1706734800,18.7,19.9,4.1,5.1
1706738400,11.5,12.1,3.1,4.9
1706742000,5.5,5.8,2.5,5.1
1706745600,2.6,2.8,1.9,5.7
1706749200,4.4,5.2,1.6,5.1
1706752800,6.6,8.2,1.6,4.6
1706756400,7.6,9.3,2.6,4.6
1706760000,7.5,9.2,5.6,4.9
1706763600,7.2,8.9,7.5,4.4
1706767200,6.8,8.1,7,4.6
1706770800,5.8,6.9,5.5,5.5
1706774400,4.8,7.5,3.4,6.2
1706778000,5.6,8.9,3.7,6.4
1706781600,5.7,9.3,3.2,7.1
1706785200,5.7,9.7,3.7,7.1
1706788800,5.8,9.1,3.9,6.9
1706792400,5.3,8.6,5.6,6.4
1706796000,5.6,8,5.4,5.7
1706799600,8.7,12.7,4.1,5.3
1706803200,9.9,13.7,2.5,5.1
1706806800,10.2,13.6,2.4,4.9
1706810400,10,13.5,2.1,4.9
1706814000,10.2,13.3,1.9,4.7
1706817600,10.3,13.8,3,4.4
1706821200,9.3,11.7,2.3,4.3
1706824800,8.3,10.3,1.3,4.4
1706828400,7.6,9.1,12.9,4.5
1706832000,6.4,7.6,7.7,4.4
1706835600,6,6.8,14.8,4.5
1706839200,5.6,6.4,9.7,4.6
1706842800,5.7,6.8,4.2,4.7
1706846400,6.1,7.9,10.3,5.1
1706850000,4.7,5.8,10.2,5.4
1706853600,5.4,6.9,14.4,5.1
1706857200,6.4,7.7,11.1,5
1706860800,7.5,8.3,10,5
1706864400,8.4,9.1,7.2,5
1706868000,7,7.6,8.2,5.2
1706871600,5.3,5.7,9.2,5.8
1706875200,4.4,4.7,7.2,6.6
1706878800,3.6,3.9,8.4,7.1
1706882400,4.1,4.3,7.9,7.7
1706886000,3.3,3.5,4.7,8.1
1706889600,4.2,4.5,4.6,8.1
1706893200,5.2,5.6,3.2,8.1
1706896800,4.8,5.3,2.6,8.3
1706900400,4.9,5.4,2.3,8.5
1706904000,4.3,4.7,2.1,8.6
1706907600,2.5,2.7,2.2,8.3
1706911200,1.9,2,2.1,8.1
1706914800,3.6,3.9,1.8,8.5
1706918400,5.4,6.2,1.7,8.7
1706922000,4.8,5.3,1.4,8.6
1706925600,5,5.7,1.2,8.7
1706929200,4.5,5.2,1.4,9.1
1706932800,4.6,5.2,1.7,9.1
1706936400,4.5,5.1,2.2,8.8
1706940000,4.3,4.9,3.4,8.2
1706943600,4.8,5.6,3.8,8.3
1706947200,5.1,6,3.7,9.1
1706950800,5.5,7.1,4.4,9.2
1706954400,5.7,7.4,4.3,8.7
1706958000,5.8,8.2,5.3,9.4
1706961600,5.1,7.1,3.9,9.6
1706965200,4.5,6.5,4.7,9.1
1706968800,4.4,6,4,8.3
1706972400,4.5,6.6,6.3,7.2
1706976000,4.4,5.8,4.6,6.5
1706979600,4.5,5.9,4.6,6
1706983200,4.7,6,4,5.6
1706986800,4.5,5.7,3,5.4
1706990400,4.5,5.5,2.6,5.5
1706994000,4.4,5.3,2,5.6
1706997600,4.5,5.4,2.4,5.4
1707001200,5.5,6.5,2.2,5.3
1707004800,6.2,7.2,1.7,5.1
1707008400,5.8,6.6,1.5,5.4
1707012000,5,5.7,1.3,5.7
1707015600,4.8,5.6,1.3,5.8
1707019200,4.4,5,1.4,6.1
1707022800,4.5,5.1,1.5,6
1707026400,4.7,5.5,1.8,6.2
1707030000,5.1,6,2,6.8
1707033600,4.5,5.5,2.2,7.3
1707037200,5.1,6.1,2.6,7.6
1707040800,5,6.2,3,7.9
1707044400,4.9,6.4,2.9,8
1707048000,5,7,3.2,8.1
1707051600,5.2,6.6,3,8
1707055200,5.3,6.4,3,7.7
1707058800,5.2,5.8,3,7.3
1707062400,5.1,5.8,3.5,7.3
1707066000,5.2,5.9,2.7,7.4
1707069600,4.4,4.9,2.4,7.3
1707073200,4.4,4.9,2.2,7.3
1707076800,3.8,4.3,1.6,7.3
1707080400,2.2,2.4,1.1,5.9
1707084000,0.8,0.9,1.1,5.4
1707087600,1,1.2,0.8,5.4
1707091200,1.2,1.4,0.7,5.2
1707094800,1.3,1.4,0.9,5.1
1707098400,1.5,1.7,1.2,5.4
1707102000,1.9,2.2,2.4,5.5
1707105600,2.5,2.9,5.6,5.5
1707109200,3.4,4,7.3,5.5
1707112800,4.2,5.7,5.9,5.7
1707116400,4.5,7,5.6,5.9
1707120000,5,8.1,4.7,6.1
1707123600,5.2,10.6,7.1,6.3
1707127200,5.3,11.3,7.8,6.5
1707130800,5.6,13.3,8.7,6.4
1707134400,4.5,9.3,9.7,6.1
1707138000,2.8,4.4,10.9,5.2
1707141600,3.2,4.1,10.6,3.9
1707145200,4.7,5.6,14.4,3
1707148800,5.9,6.5,21.8,2.5
1707152400,6.9,7.4,19.9,2.1
1707156000,10.9,11.5,21.3,1
1707159600,9.3,9.8,22.7,0.7
1707163200,4,4.2,12.5,0.6
1707166800,1.9,2,6.9,0.8
1707170400,2.3,2.4,7,1
1707174000,2.2,2.4,4.9,1.2
1707177600,2,2.2,4.3,1.6
1707181200,3.1,3.3,6.2,1.9
1707184800,3.7,3.9,18.2,2.3
1707188400,5.4,5.8,16.7,2.8
1707192000,3.2,3.4,14.4,5.6
1707195600,1.9,2.1,6.3,7
1707199200,2,2.1,6.4,7.2
1707202800,2,2.2,7.3,7.5
1707206400,1.9,2.1,7.8,7.7
1707210000,1.5,1.7,7.7,7.9
1707213600,1.4,1.6,8.7,8.1
1707217200,1.5,1.7,6.3,8.1
1707220800,1.6,1.8,6,8.2
1707224400,1.6,1.8,6.8,8.3
1707228000,1.6,1.7,5.2,8.2
1707231600,1.3,1.5,4.8,7.4
1707235200,1.5,1.6,5.5,6.3
1707238800,1.6,1.7,3.7,5.7
1707242400,1.6,1.8,3.7,5.2
1707246000,1.8,2,3,4.4
1707249600,2.1,2.4,2.4,4.2
1707253200,1.9,2.2,2.7,3.9
1707256800,2.9,3.5,1.6,3.8
1707260400,3.3,3.8,1.4,3.5
1707264000,3.6,4.3,1.4,3.2
1707267600,3.1,3.5,1.1,3
1707271200,2,2.3,1.1,3.4
1707274800,1.5,1.8,1.4,2.9
1707278400,2.3,2.5,8.4,1.9
1707282000,3,3.5,13.3,1.3
1707285600,2.9,3.3,9.4,1.1
1707289200,2,2.3,12.3,1.3
1707292800,2.3,3.9,8.5,2.3
1707296400,3.9,11.4,5.4,2.2
1707300000,3.9,10.9,7.1,2
1707303600,3.3,3.9,12.1,1.4
1707307200,3.9,10.7,8.5,2.3
1707310800,3.2,9.1,7.1,2.2
1707314400,3.1,8.1,6,1.4
1707318000,5.9,10.3,7.2,0.8
1707321600,4.8,9.3,11.1,0.1
1707325200,12.1,15.5,14,-0.5
1707328800,14.2,31.1,29.1,-1
1707332400,18.6,24.9,24,-1.5
1707336000,11.1,14.9,16.2,-0.9
1707339600,6.3,8.5,6.9,-0.1
1707343200,4.3,6.2,3.8,1
1707346800,3.7,6,1.8,1.8
1707350400,2.5,2.8,2,1.4
1707354000,1.5,1.6,1.5,1.4
1707357600,1.2,1.4,1.4,1.6
1707361200,1.6,2.1,3.7,1.7
1707364800,2.1,2.8,8.7,1.5
1707368400,2.4,3.1,12.4,1
1707372000,2.6,3.4,15.8,0.7
1707375600,2.7,3.4,11.8,1.7
1707379200,2.6,3.2,8.5,2.8
1707382800,2.7,3.6,7,3.6
