Målt (starttid),CO,NO2,NOX,SO2,O3,PM10,PM2.5
28-09-2024 01:00,"0,19","7,0","10,1","0,03","67,4","4,4","3,8"
28-09-2024 00:00,"0,21","12,0","18,7","0,07","59,9","9,2","4,5"
27-09-2024 23:00,"0,23","15,4","27,6","0,06","55,0","5,2","7,4"
27-09-2024 22:00,"0,32","20,3","39,9","0,14","48,2","20,5","8,5"
27-09-2024 21:00,"0,30","28,8","45,4","0,16","48,5","16,7","10,0"
27-09-2024 20:00,"0,23","19,6","29,0","0,02","61,4","13,3","11,9"
27-09-2024 19:00,"0,23","22,4","33,7","0,07","54,2","9,8","9,3"
27-09-2024 18:00,"0,27","29,1","47,7","0,16","46,1","17,9","15,1"
27-09-2024 17:00,"0,24","23,3","38,6","0,07","55,0","11,6","7,6"
27-09-2024 16:00,"0,24","24,2","40,6","0,07","54,4","11,0","8,7"
27-09-2024 15:00,"0,28","27,5","52,1","0,14","52,0","19,7","9,1"
27-09-2024 14:00,"0,23","17,0","31,6","0,04","66,1","18,2","9,9"
27-09-2024 13:00,"0,21","16,7","30,6","0,18","67,2","15,7","5,8"
27-09-2024 12:00,"0,19","13,1","24,9","0,12","70,1","11,8","7,9"
27-09-2024 11:00,"0,19","15,2","29,2","0,22","68,5","12,7","12,2"
27-09-2024 10:00,"0,21","18,5","36,9","0,24","60,6","9,4","9,4"
27-09-2024 09:00,"0,20","15,8","32,4","0,28","55,8","6,4","8,0"
27-09-2024 08:00,"0,20","20,2","35,3","0,21","51,2","10,3","9,3"
27-09-2024 07:00,"0,23","27,8","46,2","0,35","49,2","10,5","7,0"
27-09-2024 06:00,"0,23","26,0","45,8","0,33","51,0","10,5","10,5"
27-09-2024 05:00,"0,22","22,4","36,0","0,32","52,9","6,6","9,0"
27-09-2024 04:00,"0,20","11,4","13,8","0,72","62,2","3,4","5,8"
27-09-2024 03:00,"0,20","11,8","13,6","1,0","45,5","7,2","7,1"
27-09-2024 02:00,"0,19","11,9","13,9","1,4","47,6","9,5","6,8"
27-09-2024 01:00,"0,19","11,3","12,4","0,68","52,3","7,7","6,5"
27-09-2024 00:00,"0,18","11,2","12,1","0,55","55,3","13,1","7,4"
26-09-2024 23:00,"0,20","9,6","12,4","0,23","63,0","11,5","7,4"
26-09-2024 22:00,"0,20","9,7","14,4","0,40","71,9","13,1","6,7"
26-09-2024 21:00,"0,20","9,6","13,7","0,63","78,6","9,1","4,5"
26-09-2024 20:00,"0,20","8,9","12,1","0,70","78,3","8,8","5,3"
26-09-2024 19:00,"0,20","9,6","14,3","0,73","72,5","8,1","7,9"
26-09-2024 18:00,"0,20","13,9","22,0","0,70","66,9","3,6","12,6"
26-09-2024 17:00,"0,22","12,6","21,9","0,87","56,5","2,1","4,2"
26-09-2024 16:00,"0,25","18,9","33,5","0,73","48,6","5,9","4,2"
26-09-2024 15:00,"0,23","14,1","23,5","0,63","53,9","4,8","5,3"
26-09-2024 14:00,"0,23","13,8","25,0","0,77","56,0","6,8","9,6"
26-09-2024 13:00,"0,22","15,9","27,1","0,87","53,0","5,2","5,6"
26-09-2024 12:00,"0,26","26,5","41,9","0,80","52,5","4,5","6,5"
26-09-2024 11:00,"0,23","21,4","34,6","0,67","54,4","6,5","6,8"
26-09-2024 10:00,"0,22","18,1","32,7","0,55","51,3","7,7","7,3"
26-09-2024 09:00,"0,23","22,3","39,7","0,63","52,6","9,5","10,0"
26-09-2024 08:00,"0,29","43,3","87,6","1,1","34,9","11,5","9,9"
26-09-2024 07:00,"0,30","49,4","97,0","1,1","29,8","12,0","9,1"
26-09-2024 06:00,"0,32","48,7","87,6","0,91","31,8","23,1","8,8"
26-09-2024 05:00,"0,37","61,1","109,7","0,92","21,5","51,2","10,2"
26-09-2024 04:00,"0,31","51,2","80,3","0,61","11,5","21,0","14,4"
26-09-2024 03:00,"0,19","9,6","12,0","0,18","46,7","7,2","10,8"
26-09-2024 02:00,"0,21","29,7","38,4","0,03","27,1","8,2","6,8"
26-09-2024 01:00,"0,20","31,2","38,3","0,16","18,8","6,8","8,5"
26-09-2024 00:00,"0,19","16,1","17,2","0,06","49,6","8,6","11,7"
25-09-2024 23:00,"0,20","15,0","19,1","0,06","52,7","9,7","9,4"
25-09-2024 22:00,"0,21","21,0","24,4","0,20","54,7","14,7","13,1"
25-09-2024 21:00,"0,22","21,6","29,3","0,06","59,2","6,6","9,1"
25-09-2024 20:00,"0,23","25,9","43,3","0,24","54,5","10,4","8,8"
25-09-2024 19:00,"0,24","24,8","33,2","0,07","58,4","12,1","12,6"
25-09-2024 18:00,"0,26","18,7","27,5","0,19","67,9","11,7","10,6"
25-09-2024 17:00,"0,24","26,0","35,2","0,28","60,2","12,4","16,6"
25-09-2024 16:00,"0,25","28,1","41,2","0,19","59,6","18,8","9,9"
25-09-2024 15:00,"0,26","27,5","44,8","0,14","62,3","16,5","12,3"
25-09-2024 14:00,"0,22","23,3","35,8","0,02","68,7","5,4","7,1"
25-09-2024 13:00,"0,21","18,3","30,4",,"72,4","15,3","9,1"
25-09-2024 12:00,"0,20","20,3","35,3","0,25","74,8","22,5","11,6"
25-09-2024 11:00,"0,21","21,6","36,6","0,23","70,8","6,9","9,9"
25-09-2024 10:00,"0,22","26,5","42,7","0,14","72,7","13,8","10,6"
25-09-2024 09:00,"0,19","30,7","47,3","0,16","71,5","12,1","10,6"
25-09-2024 08:00,"0,21","30,1","54,5","0,32","72,9","23,0","11,4"
25-09-2024 07:00,"0,23","30,7","48,3","0,30","74,2","13,3","9,3"
25-09-2024 06:00,"0,24","42,4","61,0","0,45","65,1","10,3","9,1"
25-09-2024 05:00,"0,23","22,2","36,0","0,92","75,2","6,1","9,9"
25-09-2024 04:00,"0,22","13,3","17,8","0,69","73,2","2,3","11,1"
25-09-2024 03:00,"0,23","9,2","10,6","0,69","63,4","8,2","13,4"
25-09-2024 02:00,"0,23","11,6","12,6","0,63","53,4","8,9","17,8"
25-09-2024 01:00,"0,23","12,2","14,0","0,64","49,3","10,5","18,1"
25-09-2024 00:00,"0,23","7,5","8,7","0,42","60,0","12,3","17,3"
24-09-2024 23:00,"0,23","4,7","5,5","0,54","75,6","8,1","8,5"
24-09-2024 22:00,"0,24","13,8","16,8","0,59","58,9","6,0","7,6"
24-09-2024 21:00,"0,28","33,4","46,6","0,62","40,7","19,2","18,7"
24-09-2024 20:00,"0,34","45,4","63,9","0,71","43,2","11,4","13,8"
24-09-2024 19:00,"0,35","40,1","58,5","0,68","44,8","12,0","14,1"
24-09-2024 18:00,"0,35","40,9","60,4","0,75","46,8","13,8","14,4"
24-09-2024 17:00,"0,33","37,6","58,4","0,61","58,5","8,6","11,7"
24-09-2024 16:00,"0,40","35,3","60,1","0,75","57,0","5,4","12,9"
24-09-2024 15:00,"0,37","42,9","65,2","0,51","51,2","16,6","22,1"
24-09-2024 14:00,"0,34","37,2","54,8","0,33","63,1","13,7","9,9"
24-09-2024 13:00,"0,28","36,9","54,6","0,67","66,3","16,3","12,0"
24-09-2024 12:00,"0,27","34,3","55,2","0,72","69,0","12,1","11,1"
24-09-2024 11:00,"0,33","52,3","90,5","0,88","50,5","19,2","8,7"
24-09-2024 10:00,"0,30","43,9","70,7","0,69","51,1","13,0","19,3"
24-09-2024 09:00,"0,34","50,5","87,4","0,65","28,4","29,6","29,1"
24-09-2024 08:00,"0,43","70,0","138,3","1,3","13,9","34,1","28,0"
24-09-2024 07:00,"0,44","72,5","133,2","1,2","15,7","36,8","32,8"
24-09-2024 06:00,"0,52","79,7","144,2","1,4","14,8","52,0","32,0"
24-09-2024 05:00,"0,61","76,4","163,2","1,7","18,2","54,7","28,6"
24-09-2024 04:00,"0,27","23,0","30,0","0,72","66,5","35,5","25,1"
24-09-2024 03:00,"0,24","13,2","15,1","0,76","79,6","26,1","22,7"
24-09-2024 02:00,"0,24","12,6","14,3","0,74","79,3","19,8","20,6"
24-09-2024 01:00,"0,24","13,0","15,1","0,59","77,4","19,9","17,8"
24-09-2024 00:00,"0,25","20,1","24,6","1,1","78,3","21,2","18,1"
23-09-2024 23:00,"0,28","23,6","25,9","1,6","72,7","20,3","26,0"
23-09-2024 22:00,"0,32","32,5","37,9","2,5","65,7","29,4","29,6"
23-09-2024 21:00,"0,36","34,4","41,7","2,0","61,6","34,0","33,7"
23-09-2024 20:00,"0,46","54,5","75,0","1,6","53,6","41,7","22,4"
23-09-2024 19:00,"0,42","55,9","78,5","1,3","57,3","37,0","19,9"
23-09-2024 18:00,"0,33","36,7","44,0","1,1","82,7","34,2","19,8"
23-09-2024 17:00,"0,31","31,9","41,1","1,3","93,4","34,6","23,0"
23-09-2024 16:00,"0,28","22,7","26,8","1,7","103,4","33,7","13,4"
23-09-2024 15:00,"0,34","32,1","45,5","2,4","97,1","36,8","16,9"
23-09-2024 14:00,"0,29","26,2","38,1","2,6","100,8","25,0","20,6"
23-09-2024 13:00,"0,26","22,9","32,1","3,0","98,4","22,4","18,9"
23-09-2024 12:00,"0,28","30,5","46,1","3,5","90,3","32,2","15,5"
23-09-2024 11:00,"0,28","28,2","42,8","4,2","83,2","27,0","21,6"
23-09-2024 10:00,"0,28","28,9","47,4","2,7","64,4","23,9","18,4"
23-09-2024 09:00,"0,33","39,3","81,3","1,1","38,2","53,6","21,6"
23-09-2024 08:00,"0,31","46,6","94,1","0,81","36,5","49,0","27,9"
23-09-2024 07:00,"0,39","56,7","109,5","0,75","28,7","40,0","27,3"
23-09-2024 06:00,"0,41","48,0","86,6","0,54","38,1","33,9","23,1"
23-09-2024 05:00,"0,33","43,0","78,8","0,49","45,7","39,6","26,5"
23-09-2024 04:00,"0,27","23,0","34,0","0,05","63,9","30,1","24,8"
23-09-2024 03:00,"0,26","9,6","15,4","0,10","76,0","25,1","25,4"
23-09-2024 02:00,"0,20","6,9","9,3","0,02","76,3","20,0","20,4"
23-09-2024 01:00,"0,20","4,3","5,0","0,02","76,2","17,8","17,2"
23-09-2024 00:00,"0,21","8,3","9,7",,"75,2","20,4","21,2"
22-09-2024 23:00,"0,20","8,6","10,4","0,35","78,8","21,0","20,6"
22-09-2024 22:00,"0,21","13,9","19,2","0,48","81,1","24,3","22,4"
22-09-2024 21:00,"0,25","16,0","21,9","0,40","85,4","27,9","20,4"
22-09-2024 20:00,"0,26","14,7","22,2","0,51","84,5","35,2","18,4"
22-09-2024 19:00,"0,30","18,5","27,7","0,49","81,0","30,3","17,7"
22-09-2024 18:00,"0,35","30,8","42,4","0,68","81,5","51,7","23,6"
22-09-2024 17:00,"0,50","46,8","63,3","1,3","81,5","53,7","23,3"
22-09-2024 16:00,"0,37","33,8","44,0","1,4","98,0","39,0","20,9"
22-09-2024 15:00,"0,36","34,1","45,8","1,5","102,8","42,0","25,4"
22-09-2024 14:00,"0,40","26,0","39,7","1,2","101,4","25,7","21,5"
22-09-2024 13:00,"0,40","37,6","60,6","1,0","84,7","33,0","23,1"
22-09-2024 12:00,"0,37","28,2","45,3","0,60","86,3","28,6","17,8"
22-09-2024 11:00,"0,33","25,2","43,1","0,71","82,2","26,0","14,3"
22-09-2024 10:00,"0,31","27,8","47,8","0,67","73,2","26,6","14,0"
22-09-2024 09:00,"0,28","23,5","39,4","0,57","69,6","27,5","17,0"
22-09-2024 08:00,"0,28","23,4","37,2","0,40","63,5","29,5","16,0"
22-09-2024 07:00,"0,22","14,1","20,5","0,26","68,3","26,2","18,3"
22-09-2024 06:00,"0,20","13,2","20,9","0,19","62,7","19,5","13,1"
22-09-2024 05:00,"0,24","12,7","16,5","0,22","61,2","17,2","17,3"
22-09-2024 04:00,"0,21","16,8","21,3","0,16","54,5","17,6","16,1"
22-09-2024 03:00,"0,21","18,4","22,2","0,23","57,8","20,7","18,3"
22-09-2024 02:00,"0,25","22,3","29,2","0,12","57,3","21,7","19,9"
22-09-2024 01:00,"0,27","26,8","34,0","0,20","58,1","24,8","19,8"
22-09-2024 00:00,"0,29","33,2","51,9","0,47","57,4","29,9","15,5"
21-09-2024 23:00,"0,34","37,7","54,3","0,59","55,1","28,7","21,2"
21-09-2024 22:00,"0,42","46,7","75,2","0,79","51,5","31,4","23,5"
21-09-2024 21:00,"0,48","63,9","103,2","0,99","35,5","39,3","24,5"
21-09-2024 20:00,"0,65","91,2","157,6","1,5","13,4","62,0","28,5"
21-09-2024 19:00,"0,64","102,1","176,5","1,7","10,9","51,1","23,5"
21-09-2024 18:00,"0,58","86,3","132,5","1,3","21,2","46,4","22,7"
21-09-2024 17:00,"0,54","66,9","102,1","1,2","50,5","67,6","23,5"
21-09-2024 16:00,"0,47","48,8","71,2","1,0","74,5","44,8","14,0"
21-09-2024 15:00,"0,49","46,3","79,4","1,2","73,2","34,7","15,5"
21-09-2024 14:00,"0,36","29,7","49,2","1,2","76,9","35,0","17,3"
21-09-2024 13:00,"0,35","31,4","47,6","0,94","80,7","32,7","12,6"
21-09-2024 12:00,"0,34","32,5","60,4","1,1","55,5","21,4","14,8"
21-09-2024 11:00,"0,40","39,0","73,3","0,80","45,2","34,3","14,8"
21-09-2024 10:00,"0,38","34,8","74,8","1,0","48,3","31,0","24,4"
21-09-2024 09:00,"0,32","31,8","57,2","0,67","50,5","30,1","12,6"
21-09-2024 08:00,"0,31","27,6","48,3","0,51","52,0","28,7","14,0"
21-09-2024 07:00,"0,38","44,1","78,8","0,68","28,2","28,9","10,8"
21-09-2024 06:00,"0,28","45,9","75,7","0,69","21,1","29,0","15,7"
21-09-2024 05:00,"0,33","33,0","46,0","0,21","31,9","26,5","16,1"
21-09-2024 04:00,"0,33","31,3","36,7","0,22","33,3","18,5","14,9"
21-09-2024 03:00,"0,24","26,2","35,4","0,34","36,7","24,2","14,0"
21-09-2024 02:00,"0,25","24,1","34,6","0,39","40,4","24,6","16,7"
21-09-2024 01:00,"0,26","28,6","39,9","0,33","48,7","25,2","19,9"
21-09-2024 00:00,"0,35","40,4","67,2","0,48","37,0","32,4","17,3"
20-09-2024 23:00,"0,39","47,9","77,0","0,48","32,2","37,3","18,6"
20-09-2024 22:00,"0,48","47,4","79,3","0,72","40,4","34,4","14,1"
20-09-2024 21:00,"0,88","60,4","106,5","1,2","34,9","32,5","18,7"
20-09-2024 20:00,"0,74","40,0","67,0","0,14","44,0","26,8","16,9"
20-09-2024 19:00,"0,51","49,5","84,4","0,72","40,0","38,8","18,9"
20-09-2024 18:00,"0,56","63,6","100,1","0,96","37,4","43,3","17,2"
20-09-2024 17:00,"0,49","56,2","78,4","0,70","43,1","40,2","17,3"
20-09-2024 16:00,"0,42","48,9","77,2","0,43","52,8","40,3","18,1"
20-09-2024 15:00,"0,46","44,0","73,4","0,51","58,4","38,3","14,1"
20-09-2024 14:00,"0,39","43,3","73,8","0,73","56,7","31,2","13,2"
20-09-2024 13:00,"0,39","37,8","70,5","0,51","55,4","38,3","16,3"
20-09-2024 12:00,"0,34","36,9","72,8","0,96","53,0","45,6","16,7"
20-09-2024 11:00,"0,31","31,4","69,2","0,72","53,4","43,6","15,8"
20-09-2024 10:00,"0,26","34,0","69,4","0,56","47,3","43,3","19,5"
20-09-2024 09:00,"0,28","39,1","77,2","0,51","41,2","41,9","12,8"
20-09-2024 08:00,"0,28","36,1","68,8","0,37","40,6","42,3","18,4"
20-09-2024 07:00,"0,30","37,9","70,9","0,46","34,7","37,7","14,1"
20-09-2024 06:00,"0,33","37,1","71,0","0,50","34,0","35,4","17,3"
20-09-2024 05:00,"0,28","35,4","61,3","0,35","39,2","31,4","13,4"
20-09-2024 04:00,"0,21","17,6","25,7","0,19","52,7","23,5","13,1"
20-09-2024 03:00,"0,20","12,2","14,3","0,03","60,7","18,9","9,1"
20-09-2024 02:00,"0,19","8,0","10,2","0,04","65,0","13,8","16,3"
20-09-2024 01:00,"0,19","5,3","6,6","0,11","65,6","13,3","7,3"
20-09-2024 00:00,"0,21","5,9","7,7",,"62,8","14,6","8,0"
19-09-2024 23:00,"0,22","10,6","15,0","0,04","59,4","18,5","9,4"
19-09-2024 22:00,"0,23","11,3","16,0","0,04","62,6","17,5","10,3"
19-09-2024 21:00,"0,29","13,7","21,1","0,17","60,6","21,0","14,0"
19-09-2024 20:00,"0,31","17,9","27,7","0,30","59,5","21,2","9,1"
19-09-2024 19:00,"0,30","19,0","29,9","0,14","55,6","21,9","11,9"
19-09-2024 18:00,"0,36","25,5","42,4","0,40","48,8","27,2","12,9"
19-09-2024 17:00,"0,36","25,8","44,0","0,22","51,2","29,2","11,2"
19-09-2024 16:00,"0,40","29,4","50,0","0,31","52,7","34,1","13,2"
19-09-2024 15:00,"0,37","30,4","57,0","0,51","50,9","33,9","12,9"
19-09-2024 14:00,"0,34","30,3","60,2","0,32","52,0","38,5","7,9"
19-09-2024 13:00,"0,32","25,1","50,2","0,23","51,7","35,2","6,8"
19-09-2024 12:00,"0,28","28,1","62,4","0,67","43,8","48,0","8,5"
19-09-2024 11:00,"0,28","27,9","65,9","0,63","35,4","38,7","10,6"
19-09-2024 10:00,"0,27","28,6","70,4","0,57","27,9","33,6","9,3"
19-09-2024 09:00,"0,26","27,8","66,1","0,45","28,7","25,3","10,8"
19-09-2024 08:00,"0,28","19,9","42,3","0,40","34,8","20,7","10,9"
19-09-2024 07:00,,,,,,"28,0","15,5"
19-09-2024 06:00,"0,50","45,4","104,9","0,85","14,3","30,4","12,3"
19-09-2024 05:00,"0,49","44,1","95,2","0,63","13,0","33,3","12,5"
19-09-2024 04:00,"0,43","38,0","60,1","0,37","19,2","25,4","14,3"
19-09-2024 03:00,"0,32","16,6","23,5","0,16","38,1","16,5","13,7"
19-09-2024 02:00,"0,25","13,1","17,0","0,15","42,2","8,4","8,8"
19-09-2024 01:00,"0,30","12,9","15,5","0,19","46,2","10,4","10,5"
19-09-2024 00:00,"0,23","15,9","21,2","0,13","40,3","12,5","10,9"
18-09-2024 23:00,"0,32","34,3","50,3","0,28","22,6","21,6","8,3"
18-09-2024 22:00,"0,41","35,7","70,2","0,43","19,0","15,8","13,1"
18-09-2024 21:00,"0,52","41,1","78,3","0,51","15,4","27,5","15,5"
18-09-2024 20:00,"0,69","51,9","116,3","0,93","8,2","37,6","95,8"
18-09-2024 19:00,"0,56","51,2","97,1","0,62","16,7","31,1","14,6"
18-09-2024 18:00,"0,48","50,4","87,4","0,43","20,4","33,4","18,4"
18-09-2024 17:00,"0,39","34,3","60,1","0,31","36,5","41,4","18,0"
18-09-2024 16:00,"0,39","29,9","53,6","0,17","41,8","35,4","16,3"
18-09-2024 15:00,"0,42","33,9","68,4","0,50","39,2","36,1","15,2"
18-09-2024 14:00,"0,39","30,6","68,8","0,76","38,9","34,8","18,9"
18-09-2024 13:00,"0,35","34,4","76,7","0,59","34,4","33,0","19,5"
18-09-2024 12:00,"0,37","35,4","88,6","0,83","28,7","37,4","24,2"
18-09-2024 11:00,"0,34","32,2","80,1","0,75","25,1","36,9","15,8"
18-09-2024 10:00,"0,32","26,6","72,1","0,52","22,2","31,4","12,5"
18-09-2024 09:00,"0,34","28,3","80,3","0,85","20,1","31,8","20,7"
18-09-2024 08:00,"0,32","29,8","72,2","0,72","21,9","30,2","16,6"
18-09-2024 07:00,"0,37","33,2","76,0","0,60","21,0","30,6","20,2"
18-09-2024 06:00,"0,39","36,9","70,2","0,47","24,7","38,7","18,4"
18-09-2024 05:00,"0,40","39,9","90,7","0,80","25,6","41,6","22,5"
18-09-2024 04:00,"0,26","25,7","43,8","0,26","33,7","33,4","16,0"
18-09-2024 03:00,"0,23","12,0","20,0","0,07","42,1","23,8","16,3"
18-09-2024 02:00,"0,23","10,6","11,9",,"44,3","21,0","18,1"
18-09-2024 01:00,"0,23","12,7","15,2",,"21,6","27,1","9,1"
18-09-2024 00:00,"0,26","15,0","19,4",,"28,9","22,1","12,3"
17-09-2024 23:00,"0,21","10,9","12,9","0,03","40,2","10,8","8,3"
17-09-2024 22:00,"0,22","9,8","12,2","0,03","44,1","11,0","7,1"
17-09-2024 21:00,"0,24","10,6","13,6","0,06","43,5","14,0","7,6"
17-09-2024 20:00,"0,28","17,6","23,8","0,02","34,4","20,1","12,3"
17-09-2024 19:00,"0,34","23,0","43,3","0,16","32,7","27,4","16,1"
17-09-2024 18:00,"0,26","12,2","18,8",,"46,6","23,9","18,0"
17-09-2024 17:00,"0,28","13,6","24,8",,"48,8","28,1","8,8"
17-09-2024 16:00,"0,31","15,3","27,2","0,12","57,4","27,6","9,0"
17-09-2024 15:00,"0,42","39,1","68,1","0,36","36,6","26,3","14,0"
17-09-2024 14:00,"0,36","39,6","80,6","0,65","35,9","28,3","9,6"
17-09-2024 13:00,"0,39","26,6","55,9","0,35","44,4","35,1","10,0"
17-09-2024 12:00,"0,29","25,6","53,4","0,48","45,4","30,9","15,1"
17-09-2024 11:00,"0,28","16,2","32,6","0,08","54,5","36,6","16,9"
17-09-2024 10:00,"0,23","21,3","39,5","0,35","49,5","33,2","13,5"
17-09-2024 09:00,"0,25","30,6","70,9","0,66","33,0","33,2","14,0"
17-09-2024 08:00,"0,31","36,9","94,0","0,87","18,5","38,7","13,1"
17-09-2024 07:00,"0,40","49,0","147,6","1,6","7,5","45,6","14,3"
17-09-2024 06:00,"0,39","42,3","118,1","1,1","9,7","34,2","10,9"
17-09-2024 05:00,"0,38","47,1","146,7","1,6","7,1","53,3","12,0"
17-09-2024 04:00,"0,29","31,4","74,6","0,75","17,1","24,3","6,4"
17-09-2024 03:00,"0,22","7,5","8,2",,"38,9","10,9","7,1"
17-09-2024 02:00,"0,23","9,4","13,1",,"38,2","10,6","9,9"
17-09-2024 01:00,"0,23","9,7","11,1",,"40,1","8,2","5,3"
17-09-2024 00:00,"0,23","9,8","12,8",,"40,2","10,1","4,8"
16-09-2024 23:00,"0,23","11,7","13,9",,"39,9","6,3","6,1"
16-09-2024 22:00,"0,27","15,9","21,5","0,02","38,9","13,4","7,0"
16-09-2024 21:00,"0,26","13,0","18,3",,"46,3","14,7","10,3"
16-09-2024 20:00,"0,27","17,5","24,5",,"45,8","17,7","9,7"
16-09-2024 19:00,"0,25","9,9","13,0",,"56,6","15,0","10,5"
16-09-2024 18:00,"0,25","12,7","18,5","0,02","54,6","12,1","9,0"
16-09-2024 17:00,"0,24","7,2","10,8",,"60,5","17,2","5,6"
16-09-2024 16:00,"0,25","11,6","18,9","0,08","61,3","19,7","3,8"
16-09-2024 15:00,"0,28","17,4","31,1","0,20","57,6","12,4","5,0"
16-09-2024 14:00,"0,33","24,6","46,2","0,20","53,2","15,4","4,5"
16-09-2024 13:00,"0,30","25,7","51,2","0,35","53,7","17,2","4,1"
16-09-2024 12:00,"0,26","14,1","27,8","0,29","64,7","18,1","7,0"
16-09-2024 11:00,"0,27","15,8","32,3","0,72","62,3","17,2","10,8"
16-09-2024 10:00,"0,24","16,9","33,8","0,36","57,7","13,2","5,3"
16-09-2024 09:00,"0,28","24,3","47,3","0,48","50,8","21,5",
